male,max_count,median,date,n,mean,min_count,filename,nulls,mean_count,sd,female,min,other,median_count,max
539,839,,02/27/2015,3964,,539,./data/phs000170.v2.pht000737.v1.p1.Marshfield_Data_Phenotype.var_report.xml,0,689,492.1,839,,,689,
,,,Mon Oct 27 17:24:52 2008,,,,./data/phs000130.v1.pht000615.v1.p1.IBD_Subject.var_report_2008_11_06.xml,,,,,,,,
2,8,,2018/12/31,10,,2,./data/phs001758.v1.pht008611.v1.p1.FNMTC_Subject_Phenotypes.var_report.xml,0,5,4.243,8,,,5,
,,,2021/07/08,,,,./data/phs001543.v2.pht009912.v1.p1.AFLMU_Sample.var_report.xml,,,,,,,,
,,,2021/06/23,,,,./data/phs001027.v4.pht005217.v3.p1.Epigenetics_AML_Sample_Attributes.var_report.xml,,,,,,,,
,,,11/05/2014,,,,./data/phs000209.v13.pht002103.v1.p3.MESA_AncilMesaLungExam4CT.var_report.xml,,,,,,,,
,,,2021/07/29,,,,./data/phs001624.v2.pht008231.v2.p2.TOPMed_CCDG_BioVU_Subject_Phenotypes.var_report.xml,,,,,,,,
,,,2021/09/24,,,,./data/phs001726.v2.pht009835.v2.p1.TOPMed_WGS_CAMP_Sample.var_report.xml,,,,,,,,
,,,08/27/2013,,,,./data/phs000650.v1.pht003484.v1.p1.PediGFR_CKiD_Subject.var_report.xml,,,,,,,,
,,,2017/08/22,,,,./data/phs001209.v1.pht006803.v1.p1.MIDCIRS_Sample.var_report.xml,,,,,,,,
,,,08/20/2013,,,,./data/phs000285.v3.pht001592.v2.p2.A5F06VA.var_report.xml,,,,,,,,
,,,2020/05/01,,,,./data/phs001890.v1.pht009544.v1.p1.CIViC_smMIPs_Subject.var_report.xml,,,,,,,,
,,,2020/12/21,,,,./data/phs000007.v32.pht002890.v6.p13.l_icam_2008_m_0431s.var_report.xml,,,,,,,,
,,,2021/02/08,,,,./data/phs001422.v2.pht006761.v2.p1.GETHIN_Sample_Attributes.var_report.xml,,,,,,,,
,,,2020/04/14,,,,./data/phs001994.v1.pht010009.v1.p1.Tobacco_HNSCC_Sample.var_report.xml,,,,,,,,
,,,2021/03/11,,,,./data/phs001818.v3.pht009020.v2.p1.sc_GI_Cancer_Subject.var_report.xml,,,,,,,,
,,,09/14/2015,,,,./data/phs000982.v1.pht004981.v1.p1.PsA_Subject.var_report.xml,,,,,,,,
,,,2019/04/19,,,,./data/phs001295.v2.pht006239.v2.p1.registration.var_report.xml,,,,,,,,
,,,2020/01/07,,,,./data/phs001953.v1.pht009772.v1.p1.UM_AEB071_Sample.var_report.xml,,,,,,,,
,,,05/08/2017,,,,./data/phs001362.v1.pht006343.v1.p1.Gastric_Cancer_Metastases_Sample.var_report.xml,,,,,,,,
,,,07/06/2016,,,,./data/phs001093.v1.pht005610.v1.p1.T2D_GENES_UK_South_Asian_Subject.var_report.xml,,,,,,,,
19,19,,11/30/2015,23,,4,./data/phs001007.v1.pht005068.v1.p1.HNSCC_Metastasis_Recurrence_Subject_Phenotypes.var_report.xml,0,11.5,10.61,4,,,11.5,
,,,01/05/2015,,,,./data/phs000817.v1.pht004417.v1.p1.Varicella_Zoster_Vaccine_Sample_Attributes.var_report.xml,,,,,,,,
2050,2878,,02/05/2016,4929,,1,./data/phs000944.v1.pht004846.v1.p1.eMERGE_PhaseIII_Partners_Biobank_Subject_Phenotypes.var_report.xml,0,1643,1481,2878,,,2050,
,,,04/15/2014,,,,./data/phs000508.v2.pht002809.v1.p1.Pediatric_Rhabdoid_CancersP_Subject.var_report.xml,,,,,,,,
,,,2018/12/10,,,,./data/phs001621.v1.pht008153.v1.p1.Platinum_Study_Sample.var_report.xml,,,,,,,,
732,732,,2020/06/02,573,,619,./data/phs001841.v1.pht009905.v1.p1.CADD_GADD_Pedigree.var_report.xml,0,675.5,79.9,619,,,675.5,
,,,2019/11/20,,,,./data/phs000921.v4.pht004884.v3.p1.TOPMed_WGS_SAGE_Sample_Attributes.var_report.xml,,,,,,,,
,,,2018/02/27,,,,./data/phs001206.v1.pht007344.v1.p1.BSP_AA_Sample.var_report.xml,,,,,,,,
39,85,,2020/11/24,124,,39,./data/phs001700.v1.pht008502.v1.p1.Moyamoya_Subject_Phenotypes.var_report.xml,0,62,32.53,85,,,62,
,,,2021/07/13,,,,./data/phs001545.v2.pht009964.v1.p1.TOPMed_CCDG_INSPIRE_AF_Subject.var_report.xml,,,,,,,,
,,,2020/02/04,,,,./data/phs001507.v1.pht008697.v1.p1.ET_Turkish_Sample.var_report.xml,,,,,,,,
947,,2,08/20/2013,511,1.607,,./data/phs000285.v3.pht001697.v2.p2.C1REF.var_report.xml,0,,0.4976,896,1,,,2
,,,09/03/2014,,,,./data/phs000750.v1.pht003935.v1.p1.GOAL_Sample.var_report.xml,,,,,,,,
,,,2021/03/30,,,,./data/phs001307.v1.pht011049.v1.p1.TGCT_UPenn_Sample_Attributes.var_report.xml,,,,,,,,
70,657,,2019/03/11,88,,70,./data/phs000286.v6.pht002139.v4.p2.JHS_Pedigree.var_report.xml,0,510.5,83.44,657,,,510.5,
,,,2021/05/20,,,,./data/phs000997.v5.pht005089.v4.p2.TOPMed_WGS_VAFAR_Sample_Attributes.var_report.xml,,,,,,,,
,,,07/05/2017,,,,./data/phs000595.v1.pht006629.v1.p1.adverse_event.var_report.xml,,,,,,,,
,,,08/02/2013,,,,./data/phs000644.v1.pht003421.v1.p1.Menstrual_Cycle_Effect_Breast_Subject.var_report.xml,,,,,,,,
,,,2020/12/21,,,,./data/phs000007.v32.pht000138.v3.p13.ank0_23s.var_report.xml,,,,,,,,
,,,2019/03/28,,,,./data/phs001797.v1.pht008889.v1.p1.mUC_Subject.var_report.xml,,,,,,,,
,,,2018/10/02,,,,./data/phs001664.v1.pht008437.v1.p1.PDCGC_Subject.var_report.xml,,,,,,,,
,,,01/19/2010,,,,./data/phs000219.v1.pht001102.v1.p1.d_summary.var_report_2010_01_19.xml,,,,,,,,
,,,12/17/2014,5152,,,./data/phs000799.v1.pht004295.v1.p1.SBCGS_Breast_Cancer_Chinese_Subject_Phenotypes.var_report.xml,0,,,5152,,,,
9,,,2019/06/14,136,,,./data/phs000589.v1.pht009186.v1.p1.demographic_form.var_report.xml,0,,,127,,,,
,,,11/28/2011,,,,./data/phs000385.v1.pht002340.v1.p1.Epigenetic_Colorectal_Cancer_Sample.var_report.xml,,,,,,,,
58,58,,2018/05/21,57,,49,./data/phs001198.v1.pht007865.v1.p1.Methamphetamine_Abstinence_Subject_Phenotypes.var_report.xml,0,53.5,6.364,49,,,53.5,
409,,,04/04/2014,694,,,./data/phs000734.v1.pht003771.v1.p1.Osteosarcoma_Risk_Subject_Phenotypes.var_report.xml,0,,,285,,,,
,,,2020/03/12,,,,./data/phs000673.v4.pht003660.v4.p1.CSER_Subject.var_report.xml,,,,,,,,
4,4,,2018/06/30,4,,4,./data/phs001643.v1.pht008193.v1.p1.Chordoma_Subject_Phenotypes.var_report.xml,0,4,,,,,4,
,,,2021/07/21,,,,./data/phs002446.v1.pht011403.v1.p1.SjS_Transcriptional_Sample.var_report.xml,,,,,,,,
,,,2019/08/10,,,,./data/phs001208.v2.pht008654.v1.p1.COGA_SmokeScreen_Subject.var_report.xml,,,,,,,,
,,,2020/06/18,,,,./data/phs000280.v7.pht004100.v5.p1.HFCCELPS16.var_report.xml,,,,,,,,
573,,,2020/01/07,905,,,./data/phs001741.v1.pht009165.v1.p1.CCDG_TASC_Subject_Phenotypes.var_report.xml,0,,,34,,,,
,,,11/08/2013,,,,./data/phs000200.v9.pht002768.v1.p3.outc_fracture_rel2.var_report.xml,,,,,,,,
,,,2017/12/12,,,,./data/phs001405.v1.pht007234.v1.p1.GSK1120212_TNBC_Kinome_GEO.var_report.xml,,,,,,,,
33,,,06/30/2014,54,,,./data/phs000757.v1.pht003923.v1.p1.Hereditary_Ataxias_Subject_Phenotypes.var_report.xml,0,,,21,,,,
,,,2020/10/27,,,,./data/phs001616.v2.pht008541.v2.p2.eMERGEseq_Sample.var_report.xml,,,,,,,,
1,4,,2018/04/16,5,,1,./data/phs000862.v1.pht007835.v1.p1.SubjectPhenotypes.var_report.xml,0,2.5,2.121,4,,,2.5,
,,,2018/03/23,,,,./data/phs000698.v1.pht007678.v1.p1.inspiratory_core_ctscan_80as.var_report.xml,,,,,,,,
,,,04/09/2014,,,,./data/phs000437.v1.pht003687.v1.p1.Auriculocondylar_Syndrome_Subject.var_report.xml,,,,,,,,
,,,2021/02/22,,,,./data/phs002212.v1.pht010985.v1.p1.ZRSR2_MDS_Subject_Phenotypes.var_report.xml,,,,,,,,
,,,2018/06/26,,,,./data/phs001526.v1.pht007612.v1.p1.DIPG_Sample.var_report.xml,,,,,,,,
,,,2018/05/15,,,,./data/phs001311.v1.pht007930.v1.p1.drug_accountability_form.var_report.xml,,,,,,,,
,,,10/25/2011,,,,./data/phs000406.v1.pht002405.v1.p1.Spatiotemporal_Transcriptome_Brain_Subject_Phenotypes.var_report.xml,,,,,,,,
,,,08/02/2012,,,,./data/phs000502.v1.pht002814.v1.p1.Splenic_Marginal_Zone_Lymphoma_Sample.var_report.xml,,,,,,,,
,,,2020/07/10,,,,./data/phs002055.v1.pht010346.v1.p1.GTAC_ALS_FTD_Sample_Attributes.var_report.xml,,,,,,,,
353,353,,2019/08/01,580,,40,./data/phs001740.v1.pht008623.v1.p1.CCDG_SAGE_Subject_Phenotypes.var_report.xml,0,193.3,84.85,40,,,226,
,,,11/04/2014,,,,./data/phs000086.v3.pht000278.v1.p1.DCCT_bgpdat.var_report.xml,,,,,,,,
52,52,,2021/07/29,97,,55,./data/phs001607.v3.pht010151.v3.p2.TOPMed_WGS_IPF_Subject_Phenotypes.var_report.xml,0,88,93.35,725,,,88,
,,,2020/12/21,,,,./data/phs000007.v32.pht000689.v7.p13.ffreq1_3s.var_report.xml,,,,,,,,
,,,12/02/2015,,,,./data/phs000810.v1.pht004715.v1.p1.HCHS_SOL_Cohort_Subject_Phenotypes.var_report.xml,,,,,,,,
,,,2017/12/29,,,,./data/phs000950.v1.pht005971.v1.p1.SEER_Ovarian_FFPE_Sample_Attributes.var_report.xml,,,,,,,,
36,36,,2018/05/22,50,,4,./data/phs001595.v1.pht007995.v1.p1.study6103_DS.var_report.xml,200,25,15.56,14,,,25,
,,,2021/09/20,,,,./data/phs002407.v1.pht011564.v1.p1.MMRd_MMRp_CRC_GEO.var_report.xml,,,,,,,,
,,,2019/05/13,,,,./data/phs001811.v1.pht009060.v1.p1.Early_Lung_ADC_Subject.var_report.xml,,,,,,,,
,,,03/12/2013,,,,./data/phs000343.v3.pht002211.v1.p1.GARNET_VISP_Subject.var_report.xml,,,,,,,,
,,,2020/01/23,,,,./data/phs000287.v7.pht001456.v1.p1.CARE_AFIB.var_report.xml,,,,,,,,
,,,03/12/2013,,,,./data/phs000343.v3.pht002725.v1.p1.endstk.var_report.xml,,,,,,,,
90,90,,08/13/2015,94,,76,./data/phs000415.v1.pht002414.v1.p1.CIDR_Tourette_Syndrome_Subject_Phenotypes.var_report.xml,0,83,9.899,76,,,83,
,,,2018/06/21,,,,./data/phs001470.v1.pht008167.v1.p1.CIDR_SWAN_Phenotypes_Baseline.var_report.xml,,,,,,,,
1310,1847,,02/08/2016,3157,,1310,./data/phs000949.v1.pht005225.v1.p1.CIDR_Facial_Variation_Subject_Phenotypes.var_report.xml,0,1579,379.7,1847,,,1579,
,,,2019/04/23,,,,./data/phs001804.v1.pht008966.v1.p1.GEODB_Sample_Attributes.var_report.xml,,,,,,,,
5,5,,2018/03/27,7,,3,./data/phs001195.v1.pht006861.v1.p1.Atomoxetine_Methamphetamine_Subject_Phenotypes.var_report.xml,0,6.5,4.95,3,,,6.5,
2943,3500,,04/29/2016,6443,,2943,./data/phs000128.v3.pht000543.v2.p3.simphen144.var_report.xml,0,3222,393.9,3500,,,3222,
,,,2018/05/31,,,,./data/phs001318.v1.pht008018.v1.p1.chestxray.var_report.xml,,,,,,,,
,,,2020/06/18,,,,./data/phs000280.v7.pht004045.v5.p1.CCEBPS16.var_report.xml,,,,,,,,
,,,2018/08/06,,,,./data/phs001655.v1.pht008256.v1.p1.Acne_Skin_Metagenome_Subject.var_report.xml,,,,,,,,
,,,2019/09/27,,,,./data/phs001709.v1.pht009493.v1.p1.CMI_MBC_Sample.var_report.xml,,,,,,,,
,,,2018/06/30,,,,./data/phs001643.v1.pht008192.v1.p1.Chordoma_Sample.var_report.xml,,,,,,,,
,,,08/18/2015,,,,./data/phs000206.v5.pht000895.v4.p3.CGEMS_PANSCAN_Subject_Phenotypes.var_report.xml,,,,,,,,
,,,08/09/2013,,,,./data/phs000636.v1.pht003425.v1.p1.Familial_Intracranial_Aneurysm_Sequence_Subject.var_report.xml,,,,,,,,
712,748,,2020/06/02,899,,712,./data/phs001339.v1.pht006788.v1.p1.22q11_2_Deletion_Syndrome_Subject_Phenotypes.var_report.xml,0,730,3.536,748,,,730,
,,,2020/06/18,,,,./data/phs000280.v7.pht004148.v2.p1.PULM21.var_report.xml,,,,,,,,
,,,08/09/2013,,,,./data/phs000636.v1.pht003429.v1.p1.Familial_Intracranial_Aneurysm_Sequence_Sample_Attributes.var_report.xml,,,,,,,,
,,,05/20/2015,,,,./data/phs000898.v1.pht004641.v1.p1.Colorectal_Cancer_Mb_Scale_Haplotypes_Subject.var_report.xml,,,,,,,,
,,,2017/10/20,,,,./data/phs001156.v2.pht007051.v1.p1.EVE_Sample_Attributes.var_report.xml,,,,,,,,
458,510,,11/14/2016,968,,458,./data/phs000741.v2.pht003916.v2.p1.GOLDN_Lipid_Lowering_Pedigree.var_report.xml,136,484,66.47,510,,,484,
,,,2019/05/24,,,,./data/phs001830.v1.pht009117.v1.p1.FGFR2_CCA_Sample.var_report.xml,,,,,,,,
,,,2018/05/31,,,,./data/phs001316.v1.pht008008.v1.p1.p5305_12386_outpatien.var_report.xml,,,,,,,,
,,,06/01/2017,,,,./data/phs000701.v1.pht005507.v1.p1.AE_MRO_Review.var_report.xml,,,,,,,,
,,,2020/02/06,,,,./data/phs001430.v2.pht008061.v2.p1.p7001_15988_behaviore.var_report.xml,,,,,,,,
,,,10/09/2014,,,,./data/phs000717.v1.pht003809.v1.p1.Circulating_Tumor_Cells_Sample.var_report.xml,,,,,,,,
,,,07/09/2013,,,,./data/phs000621.v1.pht003331.v1.p1.Chronic_Lymphocytic_Leukemia_Trial_Sample_Attributes.var_report.xml,,,,,,,,
987,987,,07/17/2012,764,,948,./data/phs000314.v1.pht002069.v1.p1.CIDR_Clubfoot_Pedigree.var_report.xml,0,950,52.33,948,,,950,
,,,2017/10/11,,,,./data/phs000578.v1.pht007023.v1.p1.short_exrc_tst_inactivedataonl.var_report.xml,,,,,,,,
729,729,,2021/09/23,855,,674,./data/phs001089.v4.pht005483.v4.p1.CSER_DD_ID_Children_Subject.var_report.xml,0,701.5,81.32,674,,,701.5,
,,,2017/08/25,,,,./data/phs001407.v1.pht006667.v1.p1.HNPCC_Sample_Attributes.var_report.xml,,,,,,,,
3,3,,11/21/2016,6,,3,./data/phs001233.v1.pht005945.v1.p1.Familial_Dysautonomia_Subject_Phenotypes.var_report.xml,0,3,0,3,,,3,
,,,08/15/2016,,,,./data/phs000473.v2.pht002597.v2.p2.Schizophrenia_Swedish_Subject.var_report.xml,,,,,,,,
,,,2019/07/01,,,,./data/phs001810.v1.pht009067.v1.p1.COCCaINE_Subject_Phenotypes.var_report.xml,,,,,,,,
706,6170,,11/04/2014,11745,,5575,./data/phs000086.v3.pht000284.v1.p1.EDIC_neph_8yr.var_report.xml,0,5873,420.7,643,,,5873,
,,,2020/09/30,,,,./data/phs001951.v1.pht009783.v1.p1.Relapsed_ALL_Sample.var_report.xml,,,,,,,,
,,,10/28/2011,,,,./data/phs000352.v1.pht002285.v1.p1.Retinoblastoma_Sample.var_report.xml,,,,,,,,
